num_nodes,num_samples,edge_prob,Algorithm,SHD,CHD
4,100,0.4,GES,1.0,
4,1000,0.4,MCMC,0.0,0
4,1000,0.4,GES,0.0,
4,500,0.4,MCMC,0.0,0
4,500,0.4,GES,0.0,
4,100,0.4,MCMC,0.0,0
4,100,0.4,GES,0.0,
4,1000,0.4,MCMC,0.0,0
4,1000,0.4,GES,2.0,
4,500,0.4,MCMC,0.0,0
4,500,0.4,GES,2.0,
4,100,0.4,MCMC,2.0,0
4,100,0.4,GES,2.0,
4,1000,0.4,MCMC,0.0,0
4,1000,0.4,GES,6.0,
4,500,0.4,MCMC,4.0,0
4,500,0.4,GES,6.0,
4,100,0.4,MCMC,3.0,0
4,100,0.4,GES,6.0,
4,1000,0.4,MCMC,0.0,0
4,1000,0.4,GES,1.0,
4,500,0.4,MCMC,3.0,2
4,500,0.4,GES,1.0,
4,100,0.4,MCMC,0.0,0
4,100,0.4,GES,1.0,
4,1000,0.4,MCMC,8.0,2
4,1000,0.4,GES,6.0,
4,500,0.4,MCMC,0.0,0
4,500,0.4,GES,6.0,
4,100,0.4,MCMC,0.0,0
4,100,0.4,GES,6.0,
4,1000,0.4,MCMC,2.0,2
4,1000,0.4,GES,10.0,
4,500,0.4,MCMC,0.0,0
4,500,0.4,GES,9.0,
4,100,0.4,MCMC,7.0,1
4,100,0.4,GES,9.0,
4,1000,0.4,MCMC,0.0,0
4,1000,0.4,GES,0.0,
4,500,0.4,MCMC,0.0,0
4,500,0.4,GES,0.0,
4,100,0.4,MCMC,0.0,0
4,100,0.4,GES,0.0,
4,1000,0.4,MCMC,0.0,0
4,1000,0.4,GES,2.0,
4,500,0.4,MCMC,0.0,0
4,500,0.4,GES,2.0,
4,100,0.4,MCMC,0.0,0
4,100,0.4,GES,2.0,
4,1000,0.4,MCMC,0.0,0
4,1000,0.4,GES,1.0,
4,500,0.4,MCMC,0.0,0
4,500,0.4,GES,1.0,
4,100,0.4,MCMC,0.0,0
4,100,0.4,GES,1.0,
4,1000,0.4,MCMC,0.0,0
4,1000,0.4,GES,8.0,
4,500,0.4,MCMC,0.0,0
4,500,0.4,GES,8.0,
4,100,0.4,MCMC,1.0,0
4,100,0.4,GES,8.0,
4,1000,0.4,MCMC,1.0,0
4,1000,0.4,GES,0.0,
4,500,0.4,MCMC,0.0,1
4,500,0.4,GES,0.0,
4,100,0.4,MCMC,1.0,0
4,100,0.4,GES,1.0,
4,1000,0.4,MCMC,0.0,0
4,1000,0.4,GES,2.0,
4,500,0.4,MCMC,0.0,0
4,500,0.4,GES,2.0,
4,100,0.4,MCMC,0.0,0
4,100,0.4,GES,2.0,
4,1000,0.4,MCMC,0.0,0
4,1000,0.4,GES,1.0,
4,500,0.4,MCMC,0.0,0
4,500,0.4,GES,1.0,
4,100,0.4,MCMC,0.0,0
4,100,0.4,GES,1.0,
4,1000,0.4,MCMC,0.0,0
4,1000,0.4,GES,3.0,
4,500,0.4,MCMC,2.0,0
4,500,0.4,GES,3.0,
4,100,0.4,MCMC,2.0,1
4,100,0.4,GES,3.0,
4,1000,0.4,MCMC,0.0,1
4,1000,0.4,GES,1.0,
4,500,0.4,MCMC,0.0,1
4,500,0.4,GES,1.0,
4,100,0.4,MCMC,0.0,1
4,100,0.4,GES,1.0,
4,1000,0.2,MCMC,2.0,0
4,1000,0.2,GES,1.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,1.0,
4,100,0.2,MCMC,0.0,0
4,100,0.2,GES,1.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,1.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,1.0,
4,100,0.2,MCMC,0.0,0
4,100,0.2,GES,1.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,0.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,0.0,
4,100,0.2,MCMC,0.0,0
4,100,0.2,GES,0.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,0.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,0.0,
4,100,0.2,MCMC,0.0,2
4,100,0.2,GES,4.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,2.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,2.0,
4,100,0.2,MCMC,0.0,1
4,100,0.2,GES,2.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,2.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,2.0,
4,100,0.2,MCMC,2.0,2
4,100,0.2,GES,2.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,2.0,
4,500,0.2,MCMC,1.0,0
4,500,0.2,GES,2.0,
4,100,0.2,MCMC,2.0,0
4,100,0.2,GES,2.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,2.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,2.0,
4,100,0.2,MCMC,1.0,0
4,100,0.2,GES,2.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,1.0,
4,500,0.2,MCMC,2.0,0
4,500,0.2,GES,1.0,
4,100,0.2,MCMC,1.0,0
4,100,0.2,GES,1.0,
4,1000,0.2,MCMC,1.0,0
4,1000,0.2,GES,1.0,
4,500,0.2,MCMC,0.0,1
4,500,0.2,GES,1.0,
4,100,0.2,MCMC,0.0,0
4,100,0.2,GES,1.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,0.0,
4,500,0.2,MCMC,1.0,0
4,500,0.2,GES,2.0,
4,100,0.2,MCMC,0.0,0
4,100,0.2,GES,0.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,0.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,0.0,
4,100,0.2,MCMC,0.0,0
4,100,0.2,GES,0.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,1.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,1.0,
4,100,0.2,MCMC,2.0,0
4,100,0.2,GES,1.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,0.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,0.0,
4,100,0.2,MCMC,0.0,0
4,100,0.2,GES,0.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,2.0,
4,500,0.2,MCMC,0.0,1
4,500,0.2,GES,2.0,
4,100,0.2,MCMC,0.0,0
4,100,0.2,GES,2.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,0.0,
4,500,0.2,MCMC,1.0,0
4,500,0.2,GES,0.0,
4,100,0.2,MCMC,0.0,0
4,100,0.2,GES,0.0,
4,1000,0.2,MCMC,0.0,1
4,1000,0.2,GES,1.0,
4,500,0.2,MCMC,0.0,1
4,500,0.2,GES,1.0,
4,100,0.2,MCMC,0.0,1
4,100,0.2,GES,3.0,
4,1000,0.2,MCMC,1.0,0
4,1000,0.2,GES,3.0,
4,500,0.2,MCMC,1.0,0
4,500,0.2,GES,3.0,
4,100,0.2,MCMC,1.0,0
4,100,0.2,GES,3.0,
4,1000,0.2,MCMC,0.0,1
4,1000,0.2,GES,0.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,0.0,
4,100,0.2,MCMC,0.0,1
4,100,0.2,GES,0.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,1.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,1.0,
4,100,0.2,MCMC,1.0,0
4,100,0.2,GES,1.0,
4,1000,0.2,MCMC,2.0,0
4,1000,0.2,GES,2.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,2.0,
4,100,0.2,MCMC,1.0,0
4,100,0.2,GES,2.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,2.0,
4,500,0.2,MCMC,2.0,1
4,500,0.2,GES,2.0,
4,100,0.2,MCMC,3.0,0
4,100,0.2,GES,4.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,1.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,1.0,
4,100,0.2,MCMC,2.0,0
4,100,0.2,GES,1.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,0.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,0.0,
4,100,0.2,MCMC,0.0,0
4,100,0.2,GES,0.0,
4,1000,0.2,MCMC,0.0,0
4,1000,0.2,GES,2.0,
4,500,0.2,MCMC,0.0,0
4,500,0.2,GES,2.0,
4,100,0.2,MCMC,2.0,0
4,100,0.2,GES,4.0,
